student_id,origin_country,destination_country,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S01601,Finland,India,IIT Delhi,Law,Law,2022,Yes,Job Opportunities,2025,Placed,India,Intel,58800,3.53,Study Permit,PSW,IELTS,7.6
S01602,Canada,USA,University of Chicago,Electrical Engineering,Natural Sciences,2019,No,Scholarship,2020,Placed,USA,SAP,115241,2.74,Student Visa,Work Permit,PTE,5.7
S01603,India,Ireland,University College Cork,Computer Science,Medicine,2020,No,Higher Ranking,2022,Placed,Ireland,McKinsey,86373,3.91,F1,OPT,PTE,7.8
S01604,UAE,India,IIT Delhi,Economics,Business,2021,No,Quality of Life,2023,Placed,India,Deloitte,57687,3.84,J1,Blue Card,Duolingo,8.4
S01605,UK,Germany,LMU Munich,Law,Natural Sciences,2022,No,Higher Ranking,2024,Not Placed,,,0,2.78,Tier 4,PSW,PTE,5.2
S01606,Russia,Germany,LMU Munich,Psychology,Engineering,2019,No,Political Stability,2021,Placed,Germany,SAP,63475,3.31,Schengen Student Visa,PSW,TOEFL,7.5
S01607,UK,Finland,University of Eastern Finland,Law,Social Sciences,2020,Yes,Job Opportunities,2021,Not Placed,,,0,3.18,Study Permit,Post-Study Visa,PTE,8.7
S01608,UK,Ireland,National University of Ireland Galway,Political Science,Computer Science,2020,No,Quality of Life,2022,Placed,Ireland,Apple,75933,2.53,Schengen Student Visa,OPT,PTE,5.4
S01609,Finland,UAE,Heriot-Watt Dubai,Design,Engineering,2022,No,Job Opportunities,2024,Not Placed,,,0,2.66,J1,OPT,Duolingo,7.6
S01610,Finland,UAE,University of Dubai,Psychology,Computer Science,2022,No,Scholarship,2023,Not Placed,,,0,3.23,F1,PSW,TOEFL,7.3
S01611,USA,Canada,Western University,Biotechnology,Engineering,2021,No,Higher Ranking,2024,Placed,Canada,Apple,143243,2.55,Tier 4,Post-Study Visa,TOEFL,9
S01612,UAE,South Africa,University of Johannesburg,Architecture,Medicine,2019,Yes,Job Opportunities,2020,Not Placed,,,0,3.24,J1,Work Permit,,0
S01613,Canada,India,JNU Delhi,Business Administration,Engineering,2022,No,Job Opportunities,2024,Placed,India,SAP,65884,3.94,Student Visa,Post-Study Visa,Duolingo,6
S01614,Canada,UAE,Zayed University,Economics,Natural Sciences,2022,No,Higher Ranking,2023,Placed,UAE,Intel,145141,2.99,F1,Blue Card,IELTS,5.2
S01615,Finland,Germany,Heidelberg University,Psychology,Law,2021,Yes,Quality of Life,2022,Placed,Germany,Intel,89750,2.6,J1,Blue Card,PTE,7.9
S01616,South Africa,UAE,Zayed University,Political Science,Law,2020,No,Scholarship,2022,Placed,UAE,Microsoft,78028,2.91,Schengen Student Visa,OPT,PTE,6.9
S01617,UK,Germany,University of Stuttgart,Psychology,Business,2022,Yes,Quality of Life,2023,Not Placed,,,0,3,Study Permit,OPT,TOEFL,7.4
S01618,Germany,Canada,Western University,Computer Science,Arts,2020,Yes,Political Stability,2021,Placed,Canada,McKinsey,49596,3.56,Study Permit,Blue Card,,0
S01619,Germany,UK,King's College London,Architecture,Engineering,2019,Yes,Scholarship,2020,Placed,UK,Goldman Sachs,36047,3.96,Tier 4,OPT,Duolingo,5.4
S01620,India,Ireland,Trinity College Dublin,Data Science,Arts,2020,No,Scholarship,2021,Placed,Ireland,Apple,30338,3.08,Schengen Student Visa,OPT,PTE,5.8
S01621,Finland,South Africa,University of KwaZulu-Natal,Economics,Arts,2019,No,Scholarship,2020,Not Placed,,,0,2.76,F1,OPT,TOEFL,5.8
S01622,UAE,USA,University of Chicago,Data Science,Social Sciences,2020,No,Job Opportunities,2021,Placed,USA,Apple,87836,2.55,Schengen Student Visa,PSW,,0
S01623,India,UK,University of Birmingham,Medicine,Arts,2019,No,Higher Ranking,2020,Placed,UK,Tesla,130797,3.72,Schengen Student Visa,OPT,TOEFL,5.4
S01624,India,Germany,Heidelberg University,Biotechnology,Engineering,2023,Yes,Quality of Life,2025,Placed,Germany,Goldman Sachs,122341,3.24,Schengen Student Visa,OPT,PTE,5.9
S01625,Ireland,Finland,Aalto University,Economics,Medicine,2020,Yes,Job Opportunities,2022,Not Placed,,,0,2.98,J1,Blue Card,IELTS,6.3
S01626,UAE,Finland,Tampere University,Architecture,Computer Science,2020,Yes,Scholarship,2022,Placed,Finland,SAP,44679,2.63,J1,Blue Card,TOEFL,7.2
S01627,Ireland,India,IISc Bangalore,Civil Engineering,Social Sciences,2020,No,Job Opportunities,2021,Placed,India,Deloitte,72518,2.78,Student Visa,OPT,TOEFL,6.8
S01628,Ireland,Germany,LMU Munich,Computer Science,Social Sciences,2021,Yes,Higher Ranking,2024,Placed,Germany,Facebook,65797,3.81,Student Visa,OPT,Duolingo,7.3
S01629,Canada,Germany,LMU Munich,Mechanical Engineering,Business,2019,No,Higher Ranking,2022,Placed,Germany,Google,142468,2.98,J1,PSW,PTE,5.8
S01630,South Africa,Ireland,University College Dublin,Law,Arts,2023,Yes,Higher Ranking,2024,Placed,Ireland,McKinsey,50744,3.56,Student Visa,Blue Card,IELTS,6
S01631,Russia,India,NIT Trichy,Law,Law,2020,No,Scholarship,2023,Placed,India,McKinsey,75358,2.79,Tier 4,Blue Card,,0
S01632,Finland,India,Delhi University,Biotechnology,Medicine,2023,No,Higher Ranking,2026,Not Placed,,,0,2.97,F1,OPT,PTE,7.8
S01633,Finland,India,NIT Trichy,Finance,Medicine,2021,No,Job Opportunities,2022,Not Placed,,,0,2.72,Study Permit,OPT,TOEFL,6.6
S01634,South Africa,Russia,Novosibirsk State University,Economics,Computer Science,2019,No,Scholarship,2021,Not Placed,,,0,2.51,F1,Post-Study Visa,Duolingo,6.8
S01635,Germany,India,JNU Delhi,Economics,Engineering,2021,Yes,Higher Ranking,2024,Not Placed,,,0,3.82,Tier 4,PSW,PTE,8.5
S01636,Finland,Ireland,University College Dublin,Architecture,Engineering,2019,Yes,Quality of Life,2020,Placed,Ireland,Apple,78274,3.91,Tier 4,Blue Card,,0
S01637,India,Germany,University of Stuttgart,Data Science,Business,2023,No,Job Opportunities,2026,Not Placed,,,0,3.44,Schengen Student Visa,Post-Study Visa,Duolingo,8.2
S01638,Canada,India,IISc Bangalore,Architecture,Law,2020,No,Higher Ranking,2023,Not Placed,,,0,3.66,Tier 4,Blue Card,PTE,8.4
S01639,USA,Canada,Simon Fraser University,Architecture,Social Sciences,2020,Yes,Quality of Life,2022,Not Placed,,,0,3.17,Study Permit,Blue Card,,0
S01640,UK,Russia,Moscow Institute of Physics and Technology,Mechanical Engineering,Medicine,2019,Yes,Job Opportunities,2020,Not Placed,,,0,2.51,J1,PSW,,0
S01641,UAE,UK,Imperial College London,Finance,Arts,2023,No,Scholarship,2026,Placed,UK,Microsoft,36172,2.6,Study Permit,Blue Card,Duolingo,5.1
S01642,UAE,Germany,RWTH Aachen,Law,Medicine,2020,No,Scholarship,2023,Not Placed,,,0,2.73,F1,OPT,Duolingo,6.1
S01643,UAE,Germany,Technical University of Munich,Biotechnology,Natural Sciences,2020,No,Political Stability,2022,Placed,Germany,Amazon,46055,2.93,Schengen Student Visa,Work Permit,,0
S01644,India,Germany,Technical University of Munich,Political Science,Law,2022,Yes,Job Opportunities,2025,Not Placed,,,0,3.37,J1,Blue Card,IELTS,5
S01645,USA,Russia,Moscow Institute of Physics and Technology,Design,Social Sciences,2023,Yes,Scholarship,2026,Not Placed,,,0,3.35,Schengen Student Visa,Work Permit,IELTS,5
S01646,Finland,Canada,Queen's University,Mechanical Engineering,Engineering,2019,Yes,Scholarship,2021,Placed,Canada,Facebook,63250,3.69,Study Permit,Blue Card,TOEFL,7.1
S01647,India,Finland,University of Helsinki,Mechanical Engineering,Arts,2023,Yes,Job Opportunities,2024,Not Placed,,,0,3.62,F1,Blue Card,PTE,8
S01648,India,USA,Columbia University,Data Science,Arts,2021,No,Quality of Life,2023,Not Placed,,,0,3.08,Study Permit,OPT,IELTS,7.8
S01649,South Africa,Canada,University of Toronto,Finance,Social Sciences,2020,Yes,Higher Ranking,2023,Not Placed,,,0,3.09,J1,PSW,,0
S01650,USA,India,IIT Bombay,Political Science,Engineering,2021,No,Quality of Life,2023,Not Placed,,,0,2.92,Student Visa,Work Permit,IELTS,7.5
S01651,Finland,Canada,University of Alberta,Electrical Engineering,Computer Science,2022,Yes,Quality of Life,2023,Placed,Canada,Goldman Sachs,42572,3.08,Study Permit,Work Permit,PTE,6.3
S01652,Canada,UAE,Khalifa University,Architecture,Business,2019,Yes,Job Opportunities,2021,Placed,UAE,Deloitte,143920,3.16,F1,Blue Card,TOEFL,8
S01653,Ireland,India,JNU Delhi,Business Administration,Law,2021,Yes,Political Stability,2023,Placed,India,Apple,32527,2.93,Schengen Student Visa,OPT,PTE,8.9
S01654,Canada,Germany,RWTH Aachen,Finance,Arts,2021,No,Job Opportunities,2023,Not Placed,,,0,2.54,Student Visa,Work Permit,IELTS,5.1
S01655,Canada,Russia,Moscow Institute of Physics and Technology,Architecture,Natural Sciences,2022,No,Political Stability,2025,Not Placed,,,0,3.3,J1,Work Permit,Duolingo,8.2
S01656,UK,UAE,University of Dubai,Finance,Law,2023,No,Quality of Life,2025,Not Placed,,,0,3.06,J1,PSW,TOEFL,7
S01657,Ireland,UK,University of Birmingham,Civil Engineering,Social Sciences,2023,Yes,Quality of Life,2024,Not Placed,,,0,3.62,Schengen Student Visa,Post-Study Visa,PTE,5.1
S01658,UAE,South Africa,Rhodes University,Psychology,Business,2021,No,Job Opportunities,2022,Not Placed,,,0,2.77,Tier 4,Post-Study Visa,IELTS,6.5
S01659,South Africa,Ireland,National University of Ireland Galway,Electrical Engineering,Arts,2022,Yes,Quality of Life,2023,Placed,Ireland,Amazon,101327,2.66,Tier 4,Work Permit,TOEFL,6.9
S01660,India,USA,University of Chicago,Business Administration,Computer Science,2022,No,Job Opportunities,2025,Placed,USA,Goldman Sachs,104397,3.87,Tier 4,Work Permit,Duolingo,6.4
S01661,UK,Russia,Kazan Federal University,Finance,Engineering,2020,No,Scholarship,2021,Not Placed,,,0,3.07,Schengen Student Visa,Blue Card,TOEFL,6.2
S01662,Russia,South Africa,University of the Witwatersrand,Data Science,Law,2022,No,Political Stability,2023,Not Placed,,,0,3.1,Student Visa,Work Permit,IELTS,8.9
S01663,Russia,India,BITS Pilani,Mechanical Engineering,Medicine,2022,No,Scholarship,2024,Placed,India,Google,71949,3.37,Tier 4,OPT,PTE,7.9
S01664,UAE,Russia,Bauman Moscow State Technical University,Electrical Engineering,Social Sciences,2019,Yes,Political Stability,2020,Placed,Russia,McKinsey,92331,3.47,Tier 4,Post-Study Visa,IELTS,7.5
S01665,India,UAE,Middlesex University Dubai,Mechanical Engineering,Natural Sciences,2019,Yes,Higher Ranking,2021,Placed,UAE,Goldman Sachs,149398,3.64,Study Permit,Blue Card,,0
S01666,Russia,UAE,Zayed University,Business Administration,Medicine,2020,No,Job Opportunities,2022,Placed,UAE,Microsoft,136801,3.98,J1,Post-Study Visa,IELTS,9
S01667,Russia,South Africa,University of KwaZulu-Natal,Biotechnology,Natural Sciences,2022,No,Political Stability,2023,Placed,South Africa,Google,43964,3.2,J1,Post-Study Visa,IELTS,6.5
S01668,India,UK,University of Birmingham,Economics,Natural Sciences,2019,Yes,Higher Ranking,2022,Placed,UK,Amazon,55585,2.77,Schengen Student Visa,PSW,TOEFL,5.9
S01669,South Africa,Ireland,Maynooth University,Electrical Engineering,Business,2023,No,Quality of Life,2026,Placed,Ireland,SAP,106697,3.07,J1,OPT,,0
S01670,Germany,Ireland,Trinity College Dublin,Psychology,Social Sciences,2021,Yes,Quality of Life,2022,Not Placed,,,0,3.94,Student Visa,Post-Study Visa,,0
S01671,Russia,Ireland,Maynooth University,Psychology,Law,2021,Yes,Scholarship,2024,Placed,Ireland,Google,47245,3.69,Schengen Student Visa,Work Permit,IELTS,7.7
S01672,Ireland,UK,University of Oxford,Law,Law,2021,Yes,Scholarship,2023,Not Placed,,,0,3.14,Tier 4,OPT,Duolingo,8.4
S01673,South Africa,USA,UC Berkeley,Finance,Business,2021,No,Political Stability,2023,Not Placed,,,0,3.65,Student Visa,OPT,IELTS,8.4
S01674,India,Germany,Humboldt University,Civil Engineering,Medicine,2023,No,Political Stability,2024,Not Placed,,,0,2.58,Tier 4,Work Permit,IELTS,7.5
S01675,Germany,USA,Stanford University,Medicine,Natural Sciences,2022,Yes,Quality of Life,2024,Not Placed,,,0,2.71,J1,Post-Study Visa,,0
S01676,South Africa,UAE,Middlesex University Dubai,Data Science,Medicine,2022,No,Quality of Life,2024,Not Placed,,,0,3.49,Tier 4,Post-Study Visa,,0
S01677,India,Finland,Tampere University,Economics,Arts,2019,No,Political Stability,2021,Not Placed,,,0,3.98,Tier 4,OPT,PTE,5.9
S01678,UK,Russia,Higher School of Economics,Mechanical Engineering,Engineering,2019,Yes,Quality of Life,2020,Not Placed,,,0,2.85,Tier 4,Blue Card,IELTS,5.4
S01679,UAE,Ireland,University College Cork,Law,Business,2021,No,Higher Ranking,2022,Not Placed,,,0,3.62,Student Visa,Blue Card,IELTS,8
S01680,UAE,Germany,LMU Munich,Law,Social Sciences,2020,Yes,Job Opportunities,2023,Not Placed,,,0,2.93,F1,Blue Card,IELTS,7.3
S01681,Finland,Germany,Heidelberg University,Psychology,Natural Sciences,2021,No,Scholarship,2023,Placed,Germany,Facebook,60128,2.92,Study Permit,OPT,IELTS,8.7
S01682,UAE,India,IIT Madras,Electrical Engineering,Natural Sciences,2020,No,Quality of Life,2023,Not Placed,,,0,3.86,Student Visa,PSW,TOEFL,5.8
S01683,India,UK,University of Edinburgh,Data Science,Law,2020,Yes,Job Opportunities,2022,Placed,UK,Deloitte,40692,3.16,Schengen Student Visa,Work Permit,,0
S01684,UAE,South Africa,University of Johannesburg,Design,Business,2021,Yes,Political Stability,2022,Placed,South Africa,Deloitte,121305,3.56,F1,PSW,IELTS,7.6
S01685,USA,Ireland,Dublin City University,Political Science,Business,2023,No,Political Stability,2024,Not Placed,,,0,3.64,Student Visa,Work Permit,TOEFL,7
S01686,Germany,UK,Imperial College London,Data Science,Medicine,2022,No,Political Stability,2025,Not Placed,,,0,3.16,F1,Post-Study Visa,PTE,5.1
S01687,Germany,South Africa,University of Johannesburg,Law,Engineering,2020,No,Scholarship,2023,Not Placed,,,0,3.89,J1,OPT,IELTS,7.7
S01688,Ireland,South Africa,University of Cape Town,Medicine,Computer Science,2020,Yes,Quality of Life,2023,Not Placed,,,0,2.77,F1,PSW,TOEFL,8.2
S01689,Germany,Ireland,National University of Ireland Galway,Law,Law,2023,No,Scholarship,2024,Not Placed,,,0,3.84,Schengen Student Visa,Work Permit,Duolingo,7.1
S01690,South Africa,Ireland,Maynooth University,Electrical Engineering,Law,2021,No,Scholarship,2022,Placed,Ireland,Tesla,105996,3.11,Tier 4,Blue Card,IELTS,7.3
S01691,Canada,South Africa,University of the Witwatersrand,Business Administration,Medicine,2022,Yes,Higher Ranking,2023,Placed,South Africa,Goldman Sachs,97759,3.89,Student Visa,Post-Study Visa,PTE,6.7
S01692,India,Russia,Saint Petersburg State University,Electrical Engineering,Medicine,2019,No,Job Opportunities,2020,Placed,Russia,SAP,58425,3.48,J1,Post-Study Visa,IELTS,8.5
S01693,USA,Ireland,University College Cork,Electrical Engineering,Engineering,2019,No,Job Opportunities,2022,Placed,Ireland,Facebook,130753,3.14,Student Visa,Work Permit,,0
S01694,Russia,Germany,Heidelberg University,Biotechnology,Social Sciences,2020,No,Quality of Life,2022,Not Placed,,,0,3.09,F1,OPT,,0
S01695,USA,Ireland,National University of Ireland Galway,Medicine,Business,2019,No,Scholarship,2021,Placed,Ireland,Siemens,90272,2.61,Tier 4,Work Permit,PTE,7.1
S01696,Finland,USA,Stanford University,Law,Natural Sciences,2022,Yes,Higher Ranking,2025,Placed,USA,McKinsey,122067,3.89,Student Visa,Blue Card,Duolingo,8.5
S01697,USA,UAE,American University of Sharjah,Data Science,Business,2021,No,Higher Ranking,2024,Placed,UAE,Deloitte,30467,3.51,F1,Work Permit,PTE,8.7
S01698,India,UK,University of Oxford,Law,Engineering,2023,No,Quality of Life,2025,Placed,UK,Goldman Sachs,131363,3.64,Schengen Student Visa,Post-Study Visa,Duolingo,8.2
S01699,Canada,Russia,Moscow Institute of Physics and Technology,Finance,Medicine,2021,No,Job Opportunities,2024,Placed,Russia,McKinsey,54879,3.68,Tier 4,Work Permit,TOEFL,8.8
S01700,Canada,Finland,LUT University,Business Administration,Law,2022,Yes,Political Stability,2024,Not Placed,,,0,3.47,F1,Post-Study Visa,IELTS,8.2
S01701,South Africa,Ireland,University College Cork,Economics,Arts,2022,Yes,Quality of Life,2024,Not Placed,,,0,4,J1,OPT,Duolingo,6.2
S01702,Canada,South Africa,Stellenbosch University,Electrical Engineering,Engineering,2020,Yes,Political Stability,2021,Placed,South Africa,SAP,49357,2.56,Schengen Student Visa,Work Permit,PTE,5.4
S01703,UK,UAE,Zayed University,Computer Science,Natural Sciences,2023,Yes,Job Opportunities,2024,Not Placed,,,0,3.7,Study Permit,Work Permit,IELTS,6.2
S01704,UAE,Finland,University of Eastern Finland,Economics,Business,2019,Yes,Political Stability,2022,Not Placed,,,0,3.95,J1,Blue Card,,0
S01705,India,UK,UCL,Psychology,Computer Science,2020,No,Higher Ranking,2021,Not Placed,,,0,3.16,J1,PSW,Duolingo,5
S01706,USA,UK,University of Edinburgh,Political Science,Engineering,2019,Yes,Scholarship,2022,Not Placed,,,0,3.49,Schengen Student Visa,OPT,PTE,8.8
S01707,USA,UAE,Heriot-Watt Dubai,Computer Science,Engineering,2020,Yes,Quality of Life,2023,Placed,UAE,Tesla,63391,2.75,Schengen Student Visa,Work Permit,PTE,5
S01708,Ireland,India,IISc Bangalore,Finance,Medicine,2021,Yes,Higher Ranking,2024,Not Placed,,,0,3.88,F1,Work Permit,PTE,6
S01709,UAE,South Africa,University of Pretoria,Psychology,Business,2021,Yes,Scholarship,2023,Not Placed,,,0,2.72,Study Permit,OPT,Duolingo,7.2
S01710,India,UAE,Heriot-Watt Dubai,Computer Science,Social Sciences,2019,No,Scholarship,2022,Placed,UAE,Amazon,92659,3.47,Schengen Student Visa,Blue Card,IELTS,5.5
S01711,Finland,South Africa,University of Cape Town,Business Administration,Social Sciences,2022,Yes,Higher Ranking,2024,Placed,South Africa,Microsoft,74033,3.58,Study Permit,PSW,,0
S01712,Germany,UAE,American University of Sharjah,Law,Law,2019,Yes,Job Opportunities,2022,Placed,UAE,Amazon,134275,2.77,Study Permit,OPT,Duolingo,6.8
S01713,USA,Canada,University of Toronto,Finance,Arts,2023,No,Scholarship,2025,Not Placed,,,0,3.98,Study Permit,Work Permit,,0
S01714,Canada,UK,University of Edinburgh,Computer Science,Law,2020,No,Political Stability,2023,Placed,UK,IBM,61463,2.91,F1,Blue Card,IELTS,8.7
S01715,Ireland,Russia,Kazan Federal University,Business Administration,Law,2023,Yes,Higher Ranking,2026,Placed,Russia,Deloitte,50954,2.92,F1,OPT,TOEFL,5.9
S01716,UAE,Russia,Saint Petersburg State University,Data Science,Social Sciences,2022,Yes,Political Stability,2024,Placed,Russia,Facebook,78629,3.91,F1,Blue Card,TOEFL,8.1
S01717,Canada,Finland,Aalto University,Law,Engineering,2019,Yes,Higher Ranking,2022,Not Placed,,,0,3.39,Tier 4,Work Permit,TOEFL,6.2
S01718,Finland,South Africa,Stellenbosch University,Medicine,Social Sciences,2022,No,Job Opportunities,2023,Placed,South Africa,McKinsey,109871,2.84,Study Permit,Work Permit,TOEFL,8.9
S01719,India,Germany,UniIersity of Stuttgart,,Law,2019,No,Job Opportunities,2021,Placed,,Microsoft,142319,2.75,J1,Blue Card,,
S01720,India,USA,Stanford University,Medicine,Arts,2019,No,Higher Ranking,2022,Placed,USA,Google,131991,2.85,F1,Post-Study Visa,PTE,7.7
S01721,Finland,India,IIT Bombay,Business Administration,Business,2019,Yes,Political Stability,2020,Placed,India,Siemens,86328,2.7,J1,OPT,TOEFL,9
S01722,Russia,Canada,Western University,Law,Arts,2022,No,Political Stability,2024,Not Placed,,,0,3.96,Student Visa,PSW,PTE,7.3
S01723,UAE,Ireland,Technological University Dublin,Law,Engineering,2019,No,Job Opportunities,2021,Placed,Ireland,Microsoft,124450,2.71,Tier 4,PSW,IELTS,8.8
S01724,Russia,India,IIT Madras,Finance,Law,2023,Yes,Quality of Life,2025,Placed,India,Apple,121482,2.95,Study Permit,Blue Card,,0
S01725,Russia,Ireland,University College Dublin,Law,Natural Sciences,2019,No,Higher Ranking,2022,Placed,Ireland,Microsoft,105837,3.15,Schengen Student Visa,PSW,TOEFL,7.1
S01726,Ireland,Germany,Humboldt University,Data Science,Engineering,2020,Yes,Scholarship,2022,Not Placed,,,0,2.78,Schengen Student Visa,OPT,,0
S01727,Canada,UK,University of Cambridge,Mechanical Engineering,Arts,2023,Yes,Quality of Life,2024,Placed,UK,Intel,65005,2.88,Student Visa,Work Permit,,0
S01728,Finland,South Africa,University of Pretoria,Finance,Engineering,2020,Yes,Job Opportunities,2021,Placed,South Africa,Siemens,126707,3.32,Schengen Student Visa,PSW,Duolingo,7.7
S01729,USA,Germany,Heidelberg University,Law,Engineering,2019,Yes,Scholarship,2021,Not Placed,,,0,3.21,J1,Post-Study Visa,,0
S01730,India,Canada,University of Toronto,Biotechnology,Medicine,2022,Yes,Political Stability,2024,Not Placed,,,0,3.17,J1,PSW,PTE,5.7
